class_0,class_1,text
1,0,dec 19 around noon new york citys union square business improvement district plans first santa claus ulympics thats yulelympics 50 contestants red suits beards compete
1,0,mainly holiday celebration toys sacks distributed homeless kids
0,1,games also convey another message
0,1,stump pipe held tight teeth periodontal risk smoke encircled head like wreath heart disease lung cancer broad face round little belly shook laughed like bowl full jelly overweight poor aerobic fitness weak muscle tone
0,1,hard imagine person acting lively quick
1,0,american youth needs union square santas better example
1,0,others gems political euphemism
0,1,recent prizewinner may work unknown new york state budget writer years ago revenue enhancement meaning tax increase
1,0,one devised euphemism equal elegance side ledger
0,1,new reagan budget skimpy detail limp initiatives page 213 offers new pearl circumlocution
1,0,administration says calls cuts benefit levels several programs
1,0,perfect description spending cuts even harsh ones sounds innocent progressive humane
0,1,somewhere government budget carefully targeted reforms involve spending money instead less
0,1,sure budget revenue enhancement means making tax law efficient increasing take
0,1,countries threatened retaliatory tariffs new trade law entered negotiations united states
1,0,call negotiations
1,0,call banana long produces results
0,1,banana
1,0,alfred kahn chairman council wage price stability got message
0,1,next time wanted warn economic trouble talked worst banana ever saw
0,1,washingtons semantic worries havent changed much since
0,1,months federal reserve board keeping interest rates high concern rising inflation
0,1,appears acting instead concern recession
1,0,feds chairman alan greenspan asked future course fed policy testifies congress later month
0,1,even probing questioning hell probably maintain cryptic statesmanlike position something like achieved goal moderating economy
1,0,words banana
0,1,may started gloria vanderbilt plastered name across millions back pockets
1,0,time americans began accepting strangers signatures jeans shoes purses cosmetics furnishings
1,0,sleep slathered cream elizabeth arden scented perfume mikhail baryshnikov wear lingerie calvin klein nestle sheets christian dior
0,1,fuels americas obsession putting strangers name even intimate possessions
1,0,designer labels assume least certify taste money buy chic
0,1,flaunting price tag disguised designer name tasteless insecure
0,1,coming home sidewalks new york used real comedown person whod spent week streets paris flowers
1,0,paris street markets flaunted huge bouquets mimosa february small bouquets lily valley may roses time
0,1,new yorks handful street markets featured gritflecked daisies bedraggled mountain laurel
1,0,korean grocers set shop brought acres flowers
1,0,suddenly anyone two three bucks spare could daffodils living room carnations bed
1,0,next farmers citys greenmarkets started harvesting asters wildflowers bittersweet along tomatoes corn squash
1,0,rose boutiques sell flowers direct central america 13 dozen
1,0,new one greenwich village expected upper west side
1,0,city getting tougher live minute also getting sweeter every day
0,1,new yorks influential lawmakers thought nothing accepting free air fare accommodations attend last weeks new york savings bank convention boca raton fla
0,1,process threw shadow banking government
0,1,junketeers included senator alfonse damato member banking committee assembly speaker mel miller ralph marino incoming state senate majority leader heads banking committee herman farrell head assembly banks committee
1,0,theres nothing wrong participating convention
0,1,casts shadow letting banks pay way
0,1,officials accept freebies charged overseeing open impartiality unworthy suspicion
1,0,public entitled impartiality appearance
1,0,new yorks banking superintendent jill considine observes ethical standard
0,1,attended convention state expense
1,0,policy decline payment travel expenses organizations agency regulates rule mr damato fellow junketeers would wisely emulate
0,1,thalia popular movie revival house west 95th street closed recently victim neighborhood boom helped small way create
0,1,occupying prime space fastforward real estate market theater could longer keep
0,1,dreams wont pay rent
1,0,woody allen sent baby buggy bouncing steps bananas thalia goers recognized baby buggy potemkin roared
0,1,common problem editors whether clean speakers mistakes leave spoken
1,0,corrections made strict grammarians might hope speaker notices maybe even appreciates effort
0,1,one day misused lays flubbed vengeance
1,0,presiding dinner houstons museum fine arts greeted guests anew work tonight communiques amendments language corrected
1,0,want good time museum proudful
1,0,proudful
0,1,fall
1,0,new york city westchester shoppers pay groceries dagostino supermarkets month also help provide hot meals homebound elderly
1,0,clever innovation checkout counter makes possible
0,1,customers asked round bills next dime dollar
1,0,extra change goes cooperation new york citys department aging delivers hot meals nearly 8000 homebound elderly weekends holidays
1,0,amount given pennies dollars
0,1,retailers long permitted collection cans checkout others deterred theft
1,0,computerized cash registers ability separate contributions purchases record total enables collecting donations regular receipts
1,0,first week february campaign regions 24 dagostino stores collected 10000 enough buy 2283 hot meals citymealss clients
1,0,small change big effect
0,1,worried iraq sought western intervention intolerant revolutionary iran advertised moderate civilized society
0,1,west stepped good reasons fooled iraqi masquerade
0,1,saddam husseins baghdad dictatorship one worlds barbaric tyrannies
0,1,one released prisoner said iraqi police family persuade talk mother three sisters three brothers five children 13 arrested brought front
0,1,subjected beatings soles feet electric shocks
0,1,1983 8000 males one kurdish village including 315 children reportedly driven away trucks
0,1,recall also iraq first used chemical weapons war iran last year gassed kurdish citizens well driving thousands across border turkey
0,1,contempt human life pain secular iraq seems fundamentalist iran
0,1,finding clean patch sand become real challenge public beaches playgrounds
0,1,may fewer smokers seem leave ever cigarette butts behind
0,1,washington square park manhattan example unusual see smokers put cigarettes sandbox children playing
0,1,mother back connecticut rhode island reports buttstrewn conditions parks beaches
0,1,problem challenges ingenuity park officials
0,1,signs reminding smokers flick butts sandboxes would help
0,1,would issuing tickets like issued violators new york citys pooper scooper law
0,1,public concern foul indoor air forcing smokers adjust restraints offices restaurants airplanes
0,1,tens thousands manhattanbound new jersey commuters morning rush hour usually means slow crawl hudson
1,0,new jersey department transportation sensibly proposes second lincoln tunnel lane exclusively buses
0,1,left inbound cars trucks vehicles three lanes
0,1,dramatic growth tunnel traffic produced absurd imbalance 80 percent inbound commuters ride buses 25 percent tunnels carrying capacity reserved
1,0,reducing access passenger cars trucks manhattan second bus lane may also discourage traffic clogs midtown streets adds new yorks air pollution problem
1,0,legislation biasrelated crime ought easy pass could oppose measures curb violence based prejudice
1,0,governor cuomos bill state legislature inspired howard beach incident introduced five months ago
1,0,would stiffen criminal penalties acts
0,1,seems sensible measure encountered opposition two grounds
0,1,senate leaders worry including sexual orientation along race religion widely accepted bases protection
0,1,objection defies reason
1,0,including sexual orientation hardly promotes homosexuality way life
0,1,issue protection citizens unprovoked physical attack
0,1,new yorker worry set upon someone elses feelings sexual orientation
