class_0,class_1,text
1,0,put focus dumbing dilution perversion scientific findings one sees presented media explains mechanisms findings become inaccessible less probing masses
1,0,science best future bright
0,1,really good idea long term
0,1,inventor mean produce kind glue
0,1,people want change long oil still affordable
0,1,fail realize povertyy really means regards education connection status class family social clasism
0,1,agricultural techniques may increase amount often comes environmental damage loss biodiversity
1,0,inspiring talk
0,1,think want evolution true theres conspiracy
0,1,question great power bringing great responsibility isnt new spiderman anyone
0,1,beautiful someone like whos biggest problem controll experiences sounds like sort hell able see boundaries
0,1,got little bored listening
0,1,mean demean anyone
1,0,love concept design outcome nice talk
0,1,negative attitude ingrained us evolution less
1,0,check newly created blog bigg data weks post discusses ethical implications topic
1,0,im living japan consistently appears better end scale
1,0,fantastic talk
1,0,sounds amazing
0,1,importantly government would legitimize businesses issuing business permits licenses whose sole purpose police role
1,0,aime extraordinary speaker
1,0,think pretty good see someone stand endorse kind viewpoint providing new way see things
1,0,love voice cello
0,1,wheres innovation
1,0,many friends died car accidents could avoided technology
1,0,nice work mr klein
1,0,particles mentions descriptions different possible routs vibrations complex vortex interacting stringss
0,1,worthy ted
0,1,us may capital resources pretty sure us basic education needed teach
1,0,amazing speaker knowledge enough get excited topic
1,0,inspire us things never thought could
1,0,believe debate shown wind one big part solving energy problems
0,1,bjorn reminds dont really like organizations events like ted davos cfr etc
0,1,made conscience decision stop listening music devastating music passion far
1,0,project requirements construct minimal structure unusual materials
1,0,fascinating body work process thinking
0,1,considered confirmation bias cherypicking
0,1,anything lecture seen different type
0,1,root cause covert enslavement humanity historys greatest injustice
0,1,dear walker sadlyy understand sentence really means
0,1,nick bostrom prove negative self away beings always search amp need meaning know neuroscience brain seems evolved ability experience transcendence belief
1,0,far introduction hook interesting thought provoking like followed
0,1,rahul dewan ii feel way prevent terrorism raise level discourse god spirituality make spread across religious faiths
0,1,commenting geof mosher alongg tj green iwould start ystating fact evolutionn war quite understatment
1,0,address personally wish
1,0,thats wonderful right freedom
1,0,nice
0,1,could opposite true gregariousness driving force human beings virtualized makebelieve substitutes actual social interaction
1,0,guys use vlc player mp4 480p version works perfectly awesome quality
0,1,would impolite ask stand argument
1,0,wow
0,1,however large numbers dutch hunting military style rifles able start sniping campaign germans wi may shortened
1,0,amazing good work worth india also whole world promise open source also unbelivable lots thanks sponsers
0,1,couple years ago idea privacy connected internet privacy eliminated dont right claim back youre part network youre obviously exchanging info crosses lot paths reach recently telecom providers ones dominating watching closely everyone
0,1,someone spent several years teaching say experience children need discipline rigid structure part need told
0,1,horrible architect decent marketer perhaps
0,1,examples say conservatives much ideological purity absurd
0,1,david talking job interview steroids like job interviews understanding things shown best light possible say least
0,1,point im trying make great craftsman default great artist
0,1,invited raise right hand unison say globall truce starts
