class_0,class_1,text
1,0,rock destined 21st centurys new conan hes going make splash even greater arnold schwarzenegger jeanclaud van damme steven segal
1,0,gorgeously elaborate continuation lord rings trilogy huge column words cannot adequately describe peter jacksons expanded vision tolkiens middleearth
1,0,effective tootepid biopic
1,0,sometimes like go movies fun wasabi good place start
1,0,emerges something rare issue movie thats honest keenly observed doesnt feel like one
1,0,film provides great insight neurotic mindset comics even reached absolute top game
1,0,offers rare combination entertainment education
1,0,perhaps picture ever made literally showed road hell paved good intentions
1,0,take care cat offers refreshingly different slice asian cinema
1,0,film well worth seeing talking singing heads
1,0,really surprises wisegirls lowkey quality genuine tenderness
1,0,one greatest familyoriented movies ever
1,0,ultimately ponders reasons need stories much
1,0,illuminating overly talky documentary
1,0,movies ripe enrapturing beauty tempt willing probe inscrutable mysteries
1,0,offers breath fresh air true sophistication
1,0,thoughtful provocative insistently humanizing film
1,0,cast includes top actors working independent film lovely amazing involves us incisive bleakly amusing go lives
1,0,disturbing frighteningly evocative assembly imagery hypnotic music composed philip glass
1,0,scores points dedicated goodhearted professionalism
1,0,occasionally melodramatic also extremely effective
1,0,idealistic love story brings latent 15yearold romantic everyone
1,0,95 minutes treasure planet maintains brisk pace races familiar story however lacks grandeur epic quality often associated stevensons tale well earlier disney efforts
1,0,guaranteed move anyone ever shook rattled rolled
1,0,masterful film master filmmaker unique deceptive grimness compelling fatalist worldview
1,0,light cute forgettable
1,0,would easy give crush new title two weddings funeral far thoughtful film slice hugh grant whimsy
1,0,though everything might literate smart never took always seemed static
1,0,cantet perfectly captures hotel lobbies twolane highways roadside cafes permeate vincents days
1,0,ms almost spooky sulky calculating lolita turn
1,0,though means best work laissezpasser distinguished distinctive effort bonafide master fascinating film replete rewards willing make effort reap
1,0,like bond outings recent years stunts outlandish border cartoonlike heavy reliance cgi technology beginning creep series
1,0,newton draws attention like magnet acts circles around better known costar mark wahlberg
1,0,story loses bite lastminute happy ending thats even less plausible rest picture much way though refreshingly novel ride
1,0,fuller would surely called gutsy times exhilarating movie great yarn
1,0,film makes strong case importance musicians creating motown sound
1,0,karmen moves like rhythm lips chanting beat long braided hair little wipe away jeweled beads sweat
1,0,gosling provides amazing performance dwarfs everything else film
1,0,tender yet lacerating darkly funny fable
1,0,may spoofing easy target old 50s giant creature features acknowledges celebrates cheesiness reason people get kick watching today
1,0,engaging overview johnsons eccentric career
1,0,actors much charisma youd happy listen reading phone book hugh grant sandra bullock two likeable actors
1,0,sandra nettelbeck beautifully orchestrates transformation chilly neurotic selfabsorbed martha heart begins open
1,0,behind snow games lovable siberian huskies plus one sheep dog picture hosts parkawrapped dose heart
1,0,everytime think undercover brother run steam finds new way surprise amuse
1,0,manages original even though rips many ideas
1,0,singercomposer bryan adams contributes slew songs potential hits simply intrusive story whole package certainly captures intended er spirit piece
1,0,youd think america would enough plucky british eccentrics hearts gold yet act still charming
1,0,whether youre enlightened derridas lectures self derrida undeniably fascinating playful fellow
1,0,pleasant enough movie held together skilled ensemble actors
1,0,disney always hitormiss bringing beloved kids books screen tuck everlasting little
1,0,animated subplot keenly depicts inner struggles adolescent heroes insecure uncontrolled intense
1,0,morton great actress portraying complex character morvern callar grows less compelling farther meanders shocking start
1,0,part charm satin rouge avoids obvious humour lightness
1,0,son bride may good halfhour long comes replete flattering sense mystery quietness
1,0,compelling comingofage drama arduous journey sensitive young girl series foster homes fierce struggle pull free dangerous domineering mothers hold
1,0,truly moving experience perfect example art done right help heal clarify comfort
1,0,delicately observed story deeply felt masterfully stylized triumph maverick director
1,0,heart movie deftly wrought suspense yarn whose richer shadings work coloring rather substance
1,0,screenplay ingeniously constructed memento
1,0,movie book would pageturner cant wait see happens next
1,0,haneke challenges us confront reality sexual aberration
1,0,painful watch viewers willing take chance rewarded two years accomplished riveting film performances
1,0,startling film gives fascinating albeit depressing view iranian rural life close iraqi border
1,0,imaginative comedythriller
1,0,isle preposterous thoroughly misogynistic vistas incredibly beautiful look
1,0,together tok orchestrate buoyant darkly funny dance death process demonstrate theres still lot life hong kong cinema
1,0,director kapur filmmaker real flair epic landscapes adventure better film earlier englishlanguage movie overpraised elizabeth
1,0,sports movie action thats exciting field story care
1,0,tenderness piece still intact
1,0,katz uses archival footage horrifying documents lynchings still photographs charming old reeltoreel recordings meeropol entertaining children create song history powerful song
1,0,mcfarlanes animation lifts film firmly level comingofage films also jarring hard get back boys story
1,0,writerdirector burger imaginatively fans embers dormant national grief curiosity calcified chronic cynicism fear
1,0,rollercoaster ride movie
1,0,enjoyed time favor watching surprised quickly faded memory
1,0,steve irwins method ernest hemmingway accelerated speed volume
1,0,surface loversontherun crime flick lot common piesiewiczs kieslowskis earlier work films like double life veronique
1,0,values held enterprise crew together previous adventures perils againcourage selfsacrifice patience pressure
1,0,possible sequel outshine original sl2
1,0,film often filled sense pure wonderment excitement often seen todays cinema du sarcasm
1,0,feelgood picture best sense term
1,0,edited shot syncopated style mimicking work subjects pray turns idea documentary head making rousing invigorating fun lacking mtv puffery
1,0,mostly intelligent engrossing psychologically resonant suspenser
1,0,obviation gives secret life intermittent unease reaffirming longheld illusions indeed reality erasing recasts self
1,0,hiphop history metaphor love story
1,0,scope ambition accomplishment children century takes kurys career whole new level
1,0,may dramatic gutwrenching impact holocaust films compelling story mainly way told people
1,0,drama cube personal revelations regarding shop means big picture iconic characters gambol fluidly story charming results
1,0,gentle compassionate drama grief healing
1,0,somewhere short tremors modern bscene neither funny clever though agreeably unpretentious way spend ninety minutes
1,0,enthralling playful film constantly frustrates desire know truth man deconstructing format biography manner derrida would doubtless give blessing
1,0,extreme ops exceeds expectations good fun good action good acting good dialogue good pace good cinematography
1,0,pay nine bucks hear suffering afghan refugees news still unaffected dramas like make human
1,0,thunderous ride first quiet cadences pure finesse far shortage dilutes potency otherwise respectable action still flick fun host truly excellent sequences
1,0,obviously struck responsive chord many south koreans work magic parts world
1,0,run dont walk see barbed bracing comedy big screen
1,0,classy item legend may nothing left prove still chops drive show done
1,0,nature progress fessendens horror trilogy theme proved important especially finale
1,0,exactly gourmet meal fare fair even coming drivethru
1,0,imax made strap pair 3d goggles shut real world take vicarious voyage last frontier space
1,0,schweiger talented terribly charismatic qualities essential movie stars social anarchists
1,0,delight newcomers story know bygone days
1,0,gloriously goofy gory midnight movie stuff
1,0,film overcomes regular minefield comingofage cliches potent doses honesty sensitivity
1,0,senses havent dulled slasher films gorefests youre connoisseur psychological horror ticket
1,0,minor comedy tries balance sweetness coarseness paints sad picture singles scene
1,0,intensely personal yet unlike quills deftly shows us temper times
1,0,lofi special effects folks cobbled nemesis together indulge force humanity hardware way george lucas long forgotten
1,0,like mike doesnt win points originality succeed following feelgood formula winning style offering target audience urban kids welcome role models optimism
1,0,far perfect heart right place innocent wellmeaning
1,0,sad superior human comedy played back roads life
1,0,waydowntown means perfect film boasts huge charm factor smacks originality
1,0,tim allen great role never hogs scenes fellow cast plenty laughs good lines everyone comedy
1,0,enormously likable partly aware grasp absurd
1,0,old story lively script sharp acting partially animated interludes make kiss seem minty fresh
1,0,must seen believed
1,0,ray liotta jason patric best work underwritten roles dont fooled nobody deserves prizes
1,0,everything yvan charlotte everything yvans rambunctious jewish sister nonjew husband feels funny true
1,0,sweet home alabama nice harmless date film
1,0,fans behans work irish movies general rewarded borstal boy
