class_0,class_1,text
1,0,gas house hit 339 im going chapel hill sat
0,1,iranian general says israels iron dome cant deal missiles keep talking like may end finding
1,0,davlar 11th main rivals team poland hopefully make successful end tough week training tomorrow
0,1,talking acts sats deciding want go college applying colleges everything college stresses
0,1,may superbowl dallas dallas aint winning superbowl quarterback owner
1,0,never start working dreams goals never comesif means anything act
1,0,good morning thursday life fragile guaranteed tomorrow give everything youve got tim cook jobs
1,0,mcfly come back argentina time want come mar del plata
0,1,teachers call givng us candywasnt even good stuff might go walmart cvs tomorrow
0,1,homegrown talent missing signing day throughout day wednesday video scoreboard httpbitlyztnrg0
1,0,taylor swift coming ed sheeran june 29th perf news ive heard night
1,0,great noel gallagher hit stage st paul plenty room 4th row center plenty room pretty fired
1,0,november 16 ready head movies breaking dawn part
1,0,think may heart attack jason wus new collection charlotte rampling night
1,0,amazing concert tonight jim white tcu jazz ensemblefaculty jazz combo dont miss tomorrow night
1,0,capello says time russia win big match russia manager fabio capello thursday said intended httpbitlyq1z5mc
1,0,kickoff weekend service evs get bus trip boys girls club friday 36 hope see
0,1,desperation day february 13th well known day mens life
1,0,hi elif greetings usa midwest school going happy turkish republic day cant wait nov yes
1,0,hoping look fit tomorrow jeremy kyle show
1,0,drew peterson check movie photos watch sun 76c httpbitlyqzkok1
1,0,pumped open season tomorrow night georgetown womens preview httpbitlyqxekv7 mens preview httpbitlyqxemfi
1,0,saeed bep ricky martin kt tunstall great songs get sunday hate rain
1,0,omg ricky martin may gay one fine ass gay man
0,1,noel gallagher musicians fucking idiots yeah brian may hes idiot idiot happens professor
0,1,niggas lakers dickwe still gon finish damn near first seedwhile yo team struggling 8th spot
1,0,im bathroom bumping niggas paris crunk ass hell like 1st time hearing song never get old lol
1,0,welcome nick nickjonas manila excited show friday
1,0,midnight east coast means birthday happy 20th birthday nick 333
0,1,apple ceo apologizes errorridden new map app apple ceo tim cook apologized friday companys errorridden new mobile map
1,0,12th anniversary celebration still time make 6620 king dr
1,0,love skipped every category ntas besides soaps couldnt give half fuck everything else went air tomorrow
1,0,mom texted reminding grammys birthdays tomorrow could ever forget
0,1,esperance without star player youssef msakni first leg champions league final al ahly saturday
0,1,obviously fan dream high havent even watched well watched 1st epthats heard song
1,0,black history fact marsalis 1st artist win classical jazz grammy awards one year repeat next yr
1,0,watching david letterman audience playing like still 2nd brilliant thing ive seen tonight
1,0,guys marijuana law colorado oregon washington pass tuesday
1,0,text dad like charles dickens obvs looking amazon wish list late sunday th surprise
0,1,upset alert acc mens soccer maryland 42 wake forest late 2ndand man earlier red card
0,1,really bored host super sunday nothing talk rave man utd
1,0,mizzou commemorates win kentucky tshirt really dr saturday yahoo sports
1,0,watched campaign ferrell zack galafianakis good fun wednesday
0,1,introduction literature wrote woman black something particulalry want read may cry
1,0,han mon dieu le remix de best dans dream high je meurs xddd
0,1,bensons attention frankie feels like forgotten stepchild lets founding father know never forget 2nd place
0,1,police protesters clash republic day march turkey day marking 89th anniversary founding httpbitlyxm0aag
1,0,participating google hangout tomorrow im super excited check
1,0,aww love austin rivers happy see get start 1st nba gamebut boys lets go spurs
0,1,parker leonard steal okcs thunder ninety minutes tipoff thursday night att center oklahoma ci httpbitlyry8xdi
0,1,may girl face earth doesnt find channing tatum attractive
0,1,stacie hit said packages might tomorrow thats case im going rave san fran
0,1,give mins candy dancer deja vu im nutting 4th pump bad lol
1,0,thank snow cancelling classes today may stop snowing drive chapel hill tomorrow id really appreciate
1,0,pitch new birthday party super bowl sunday treat
1,0,think might go see flight tomorrow denzel washington
0,1,honesty often best policy fabio capello russia coach hoping ronaldos injury serious couldnt play tomorrow
1,0,amianatyransky frankie think im gonna date bed tomorrow thats boy
1,0,pray mohamed morsi new president egypt may continue leader freedom peace
0,1,axl rose needs give later soon tomorrow
1,0,shout boy fights tomorrow night las vegas card hes put work dont need wish luck
0,1,wonder cortese thinking watching 1st half total wank boruc disgrace complete twat
0,1,austin rivers needs get stronger guards muscling tonight started scored 4th
1,0,happy valentines day live brazil otherwise another irritating monday
1,0,saturday buy ticket belgium im happy
1,0,goes way fast already year saw avril lavigne concert october 25 2011 one best day life
1,0,going boys girls club clean tomorrow 10am told us bring boots gloves welcome
1,0,david letterman interesting show monday located new york city hurricane
1,0,november birthday month election day weekend san fran naples thanksgiving lots friends family yes
0,1,ive tv times still waiting call itv dancing ice though starting think may famous
1,0,hope make sure take care eli manning giants vs pittsburgh sunday
1,0,wwe interesting next week road dogg returned wwe royal rumble shawn michaels going raw monday
1,0,kendrick perkins led league 4th year row spm scowls per minute literally laughed loud
0,1,lin picks loose ball trucks stuckey unfortunately thats allowed bench 4th foul pistons reclaim lead 6765
0,1,feel bad boo asia bday event maybe cancelled sunday soooo looking forward
1,0,shit yeah thursday russell howards good news celebrity juice
1,0,pretty good thursday night rivers would stop sucking bad qualcomm stadium
1,0,im good gambling owned las vegas leaving tomorrow morning weekend dog sitting homework bad week
0,1,change yesterday make day look hope toward tomorrow anonymous
1,0,wonderful workshop thursday sag office carol nadell selective casting
1,0,apple ceo apologizes errorridden new map app apple ceo tim cook apologized friday company039s erro httpowly2spr6o
