class_0,class_1,text
1,0,rt bigger betterif know mean
1,0,didnt mean knee high ment lengt goes knees cute love
1,0,wana see vid kyan
0,1,mom went love ray reality show id bee pissed
1,0,welcome twitter xx
1,0,oh yeah however id still like midst though know
1,0,need nice teadrinking pic club membership page anyone got one theyd happy use httpbitlyb1pwlh
1,0,twitpic lol love home depot love working wmy hands building things dad construction
0,1,iran unity gods grace punch arrogance west 22nd bahman feb 11 way leave stunned
1,0,wtf come noone likes metal hardcore like mates max fully metal sucks love metalll
0,1,dont say nword
1,0,rt god big news day today popular demand ah goddess season released 2disc sets may jul sep
1,0,sold would love crazyass big sis could say cannot believe broke minimally battered toe
1,0,yes hope release feature next month
0,1,need money need new car jesussomebody please buy old car ddd
0,1,ny wif heavy hitter crew shout looking real gay cameralol
0,1,well damn renee still aint playin neither jack
0,1,oh geez id lot songs way
0,1,hahahah worded weird im reading candle burning room
0,1,insurance hospitals wonder connection hospital system overload format httpbitlyd9qic5
0,1,chilling textin much infoforeal know los ward yung squad bitch
0,1,busy schedule might leave lot room today scorpio
1,0,rt want via
0,1,lol forgot car completely left home without
0,1,yet minority despite election law changed skew things aouns favor remain minority
1,0,hey adam jpizzle1122 microwave dude utube seems good live stream mw2 maybe ask help
1,0,little caesars large cheese pepperoni limit 210 399
0,1,oh goodness im emo
0,1,wait wait waitim confusedare
1,0,rt new posted free bottle chocolates
0,1,emm lip starting hurt
1,0,check middle london cool
1,0,mountains trees beautiful cottonish blue sky fly
1,0,follow please great would make day btw wanna shampoo hair lmao
1,0,hi nice see back
1,0,coffin already reshaped going
1,0,went hot power yoga loved much better bikram power good hot good sweat good whats love
0,1,lol well considered posting something normal since normal
0,1,saddens heart women black eyes
0,1,cant feel feet cant good
1,0,hope dude hahaha subject right xx
0,1,hes ranting years rt finally blogged business conducted people users httpbitly9dt24j
1,0,rt happy birthday carole king b1942 carmen miranda 1909
1,0,going get jubbys valentines day gift assistance lee shane finally got car registered work mondayfriday 124
0,1,spend next couple hours life working man
1,0,need find red lace see thru dress like black onefor friend brian goins red black birthday party weekendhis gift
1,0,well deserved seems emblematic new bbc confidence unashamedly produce docs pitched advanced level
0,1,yea thats im supposed use wanna attribute results mouthwash without chewing gum help
0,1,dare darklordwaffle pimp hoe work corner pimp slaps
1,0,cans full fat coke im bouncing round place
0,1,porn shit wont trust tried rt think know giving lentit http3ly3uc
1,0,im super duper excitied right cuz im gonna watch harry potter
1,0,rt lift eyes whose throne heaven ps 1231 love maker heaven earth
1,0,succeed age going solo great article everyone read wsj
0,1,las year stressed forgot birthday didnt figure til 730 night bad
1,0,devote prayer watchful thankful good verse great way start day fun day pc
1,0,better understand lol rt im going back school free week automotive course
1,0,simon peter answered said thou art christ son living god matthew 1616 jesus loves
0,1,bored waiting ipad come ive made journos pad spray mount
1,0,rock onrt billzucker love cont httptlgd7sh8m
1,0,rt wants laugh httpbitlyabmomr
0,1,took hours rummaging receipt drawer learn id lost receipt isnt better way httpowly14xm2
0,1,conferences never made wish child ever drinking said cons
1,0,favorited youtube video zooey deschanel weeds
0,1,ugh much gogo juice get bad stomach ache
0,1,urgh im soo bored tired text call anything hmm must find things multi task
1,0,guayadeque nice music player ubuntu geek music player aims intuitive easy use fast eve httpbitly9nli0v
1,0,wahooooo honess bit thin ground today
1,0,love p2p worried isps keeping logs yourprivatevpn dont worry anymore httpbitlyaemtco
1,0,bab girls club funny ass shyt cant wait til reuion shw
1,0,rt dont forget watch teaser rt chance win signed fnv poster httpbitlyfnvcon must 18
0,1,moms retard reading texts thinking recent tweet inapproprate
0,1,rt retirement dont run money run time httpowly15rgi
0,1,missed wkcan tell wht happened
0,1,everyone says give dont see like
0,1,yep sumtimes beatings spankings ultimately lead child rebelliousnot tho momz hitz effective lol
0,1,shows im callin early nite early already gettin sleepy
1,0,beer today either enjoying 2008 odonata grenache
1,0,rt google buzz hot topic look offical google video love go google
1,0,guess whats driving way house
1,0,verizon reduce fees charge airtime theyre successful wtheir high speed effort theyll create
1,0,got one song finish send
0,1,watched 10 minutes house payne cause didnt want get look remote
1,0,english class profiles ningcom different freetime
1,0,hey thats good news name film
0,1,fell asleep three half hours ago bitch awake
1,0,thanks ken rt fred interview james cameron emperor everything httpisgd83otb
1,0,rt entered competition win samsung laptop enter follow rt httpbitlyb4i200
1,0,rt cool photo spread interview wanted magazine photos httpbitlyd5yfxh interview httpbitlybhafui
1,0,today history 1971 satchel paige becomes 1st negroleague player elected baseball hall fame via via
0,1,rt cant lick stick must tell introduce best friend
0,1,pssshh yal bugging never shovel snow day life lol
1,0,thanks hope enjoy welcome input youd like see
1,0,whether like would like take time day let yall know love yall
1,0,lol tell got bottle graduates banana flava waitin lmao
1,0,society may tolerate acquaintances may accept friends understand
1,0,appears everything control pos leo
1,0,oh okayso thats dololcopy paste like thatlol
1,0,home lucias key skills morning attend due guest speaker talking uni got even excited eeee
1,0,rt new old friends know im behind thanks follows retweets ffs etc 4give lapse love ya
0,1,rt mervyn king says cant think reason uk would lose aaa rating george osborne shut
1,0,satria dong sa si dika mah geleh ah hahahah
0,1,obviously forgetting fact im gonna feel 122356325x worse oh well
1,0,formspringme would like valentines day yummy truffles stargazer lillies donation
0,1,thats game
1,0,even shit get hard im going make sure im around hold ill never leave ya side tha day die
1,0,would lol
0,1,hong kong people like air cons supercold man need socks something
1,0,rt check time vote us
0,1,happened snow pm
1,0,thank rewarding crazy day guy subway gave free cookie muuuuch better
1,0,10 absolutely jaw dropping concept car designs httpowly15onx
1,0,great sunny days beauty mountains bccrew sending
0,1,whats im work
1,0,found cool free twitter backgrounds check
0,1,sme reason eyes burn idk
1,0,sama2 sayang great wednesday thanks et part superb day
0,1,rt ii leaveinq imma delete twitter wants photoshop ill take
1,0,pray also eyes heart may enlightened order may know hope called eph118
0,1,fuelconsumption data indicates weak growth httpbitlybql91t first rail traffic data msm spin
1,0,makin birthday macaroons shall drizzle caramel sauce oh yeah shit big
1,0,heh actually tho kannur still kinda alive cause close uncle lives thr last week theyyam
1,0,ground covered snow outside spring full bloom atticas kitchen pouring beautiful hyacinth soy candles shop
0,1,dont like bein stuck house id rather go class
0,1,pissed boyfriend broke today broke recorde
0,1,csi investigating brakes tampering little nitro engine gd luck nationwide race
0,1,update dead nanaman ako nito doh sorry ate mona
0,1,omfg cannot believe tweeted effn serious
0,1,ninjas got mills want couple bad bout cry 50 juice
1,0,rt rt people waiting helpnever underestimate twitter warriors haiti
0,1,guys stupid seriously fighting people never get haha
0,1,dont understand really dont course feels wrong hospital radio isnt right im happy
0,1,arcelormittal posts 168 billon loss 2009 httpnxyinkemfi
0,1,rt toilet tissue fuckits ok youve blessed handspick
0,1,really like spring macau wet
1,0,fresh shower currently watchinq steve wilkos show
0,1,darkeness shadows dc bethesda md power dayssnow 30 inches unploughed new america rt
1,0,entered win skooba design messenger bag follow daily contests comment win httpbitlycizppc
1,0,bit meeting thrown good measure time track
1,0,thanks snowmageddon getting tomorrows test youre best shoveling time comes
1,0,rt school sql injection bug site gotta love better programmer professionals
0,1,first aid isnt possible need fresh start reanimating corpse first aid
0,1,hate lloyds bank want phone everytime want something fact hate banks general
0,1,rt ok im crying eyes look fing ok
1,0,pretty dope funk thing boy hands hats httplnkms5tzdm
1,0,relationships likely satisfying lov pisces
0,1,breaking news british fashion designer mcqueen found dead 40 ap ap runway shows often like perf httpbitlybwssop
1,0,picks great songs cover death cab cover melting right need learn play guitar
