class_0,class_1,text
1,0,oh based god new nike mags light fuck
1,0,post wedding shower
1,0,hope everyone great day today hot atlanta posting new microsoft job opportunities later today
1,0,im old school nintendo mario lover lol rt wow old school games hard
0,1,eurgh epic fail tweet front spelling mistakes aaand words missing must try harder
1,0,spotlite amazing
0,1,rick ross trash wasnt nigga wouldnt even existthat goes waka gucci
0,1,last place want right feel like shit theatre class
1,0,miami florida palm trees love
0,1,cant ii eat anythingg really isnt eat tea xx
1,0,happy birthdayur libra scorpio personalityi love itcaddykim
1,0,im going sleep good tonight nighttttttlt3
0,1,well colorado sure friendly never witnessed blatant flipping semi
0,1,thing tomorrow might coding design day done shouting morons microsoft first thing
1,0,went fishin todaywell sorta mostly watched cousin aunt bro papa lol fun though
0,1,bothered brekky cold back hurts
0,1,whelp continue rant nintendo sucks told us 3ds systems going big box retailers indies
0,1,ughh idea anymore need ideas
0,1,pretty stupid
0,1,ever laying eyes ol
1,0,month strong ciggs
1,0,love photolt3 http
1,0,new cross walk blinkers nike talk entertaining
1,0,happy new sony handycam
1,0,watching sister sister use love show
0,1,missing gucci boys get back cyprus
0,1,apllo 18 sucks
0,1,apple miss samsung sales injunction wont share new devices http
0,1,dis crazy sittin dis hotel tryin gt hilton hotel
1,0,hooray burn
1,0,brag anything friend cody amazing brought cotton candy cos feeling lt3
0,1,tell fox news newt gingrichs obamanazi comparison goes far even network http pls rt
1,0,damn shower good
1,0,best valentines day todate ended time bed
1,0,ok really starting dig whole video thing right tools makes difference sony vegasnuff said
1,0,microsoft crew office team 10 like hollywood set
1,0,great day working womens nike team amazing athletes states
1,0,thanks rbc rbc heritage hilton head fully sponsored 2016
1,0,thanks providing information get nintendo 3ds ambassador program free games
1,0,girls grab ur ladies head tonight gucci month
0,1,hell paris hilton arrested offering something useful instead http
0,1,mynichols ding dang hot church ugh
0,1,kill
1,0,saw audi r8 day made
0,1,awkward moment youre making potatoes forget water overflows dad doesnt come home ur screwed
1,0,im onsomniactic spelling baha cant sleep busy working project girls cannot wait go street hunting
1,0,wow nike air mag shoes something serious
1,0,everyone desvers second chance everyone makes mistakes
0,1,saw someone running nike shox gym ampeople still run
1,0,thank adidas
1,0,jaminn car
1,0,woohoo booked tickets harry potter friday cant wait excited ha
0,1,waiting people 2pay wtheir stupid food stamps comon people want bottle vodka let go first
1,0,burnt marshmellows hawaiian chips yes
1,0,got dkny jeans nike shoes low low
1,0,missed news well bm stockist excited us queenslanders http
0,1,caught almost every single red light way home pissed lol
0,1,know feel incompetent utterly useless yeah
1,0,friends great
0,1,idk want call bad decision mike lol
0,1,bangs look dumb tho
1,0,cant wait see rt big air saw weekend great
0,1,mad keep losin connection
1,0,well hello
1,0,love jack murray
0,1,swear hate time month inconvenient
1,0,perfect perfect eachother
1,0,cd coming along hopefully within month
1,0,hes amazinng dancing singing hes part hes really good looking cont http
1,0,come usa lets finish
0,1,im snatching bitches leisure gucci guccilouis louisfendi fendipradaa basic bitches wear shit dont even bother
0,1,idc close think im going trust fa shit
1,0,great christmas eve day shopping find day vintage bing crosby christmas lp enjoying merry christmas
1,0,happy new year everyone xoxo
0,1,havent thought miss cus timeline ugh fml
1,0,well deserved beer waiting mates finish work intense microsoft bizspark session martin place
0,1,guys suck die right
1,0,rihanna look hot
1,0,like listen gucci mane sing along full
1,0,scratch thatthe best partabout driving vwbug watching 40yr old men punch drive
0,1,ikr rt compare damn android phone freaking audi rolex watch man fucking android phone
0,1,optimism running low days
1,0,wow single mom friggin herooo thumbs upp im proud http
0,1,catwomanbytchz mii auntee told mii skin color khakilt rt shut khaki ass hell nawl cant borrow adidas jacket
1,0,anyway new insanicast rendering sony vegas right oh boy ones good one expect see online soon gt
1,0,cant wait hear sony exclusive version saints row im guessing line big ass chains 3d
1,0,dinner vino wonderful frands
1,0,perfect day
1,0,want take control beats hot ass fuk
1,0,called answered came rescue wanna
0,1,cant ever say whats mind
1,0,love red touchpad iphone
0,1,microsoft word froze halfway done last labim pissed
1,0,happy birthday hope amazing
1,0,always remind congrats bein verified
0,1,guy downtown tryna sale tht fake gucci purse
0,1,demon stalking still dont know exactly willfrowns
1,0,match thumbs guys making day gunners life
1,0,nigga ate great wit dat food wendys da one
1,0,getting
0,1,legit got flu sleeping damn heater 3rd time year im dying used get sick year
0,1,swear theres never food house
1,0,creating workshop citation styles anyone else get excited researching
1,0,floridas new nike pro combats sweet year http
1,0,hi everyone happy schedule allowed today
1,0,want squeeze till die cuz thats real love rt fucking love youmy teeth gritting right
0,1,shouldnt know moms member mile high club
0,1,lonely feel sick
0,1,world like high school musical prolly would end shootin sumbody
0,1,despise microsoft right many words wanna say
1,0,love nature
1,0,yay summer ball tonight
0,1,taking another shot mobileme pain get things sync imac ipad 2005 appt showing current dont know
1,0,come woot
1,0,wow 14 new followers request feel popular hahahahaha
0,1,dammit hate hate fcking whale want change profile photo dear twitter
0,1,wow toronto starts letting corporations buy rights name everything except city hall city fucked
1,0,dinner good cause starving
1,0,bright sunny morning getting ready another exciting day btw registered free training offered microsoft office365
1,0,another day blessed
1,0,damn cant wait see fav movie jiti still know lines till day lol
1,0,happy 15 th anyversary sony entertainment
1,0,marylands jerseys hella nasty nike gt armour
1,0,sunday favorite day week
0,1,really want punch sony vegas right
1,0,hi shiny new macbook microsoft office profeshwere going happy together http
1,0,football shirts dope want happy games
1,0,walking around bikini nice day
1,0,feel like million bucks literally feel 20 years younger learn 60 seconds http
1,0,appreciate spongebob much im older
1,0,bought nintendo wii get game tonight family fun
0,1,lasr week vacation im sick suxx
0,1,ab contour beltto make lazy people lazier
0,1,hot azz hell orlando
0,1,got ninja turtles moths
1,0,new nike air mags coolnot style though
1,0,great news partners even greater customers get check microsoft purchase qualified products
1,0,omg got invitation mail wedding
1,0,first tweet new windows phone sweet samsung focus
1,0,whats best psvita ngp nintendo 3ds think psvita seems realy good grafiks seems awsome
0,1,settling nike hoops summit americans look 10 yrs older euros
0,1,hate typing paper hate hate hate hate
1,0,wow gotta love waking july sunshine
0,1,wasnt even good
1,0,meeting lasted 15 min best meeting everrr
1,0,gotta say nike really cool things get ready work
0,1,bitch thinked runied old ass nike sneakers cus step shit came like yr ago lol didnt step btw
1,0,glad dont need injections im
1,0,rt aint thankz know luv crazy ass like fat kid luvs cake lol rt awww thxz jazz
1,0,av found ooooooothank god
0,1,urgh cant find nike chips morning
1,0,also havent already started enjoying sale http
1,0,anyone else super excited nintendo 3ds price drop august know gonna 16900
0,1,cuz iz bing bitch geting fucking nerve
0,1,ovens take forever heat
0,1,aint fcukin
0,1,blame yall ignorant ass moms raising yall ding dong females wtf happened tha 80s nd 90s oh 4got welfarecokend good niggas
1,0,last two evenings competition young operas singers theatre opera ballet amazing
1,0,love state
1,0,bought samsung galaxy pro
1,0,would like express love song magic man heart
1,0,everyone give big welcome new intern natalie pike graduated purdue ba mass http
1,0,woohoo finally got audio bk need put web cam microsoft office excell powerpoint ect bk probs take nite
1,0,etsykids team design challengethank thank http
0,1,known simon would take sony webtv plus wouldnt purchased
0,1,everything bout fake eye lashes hair nails gucci purse lie yea lie say im busy im bad guy
0,1,think lost braincells watching paris hilton new bff
0,1,much hit trail samsung galaxy battery sucks big timeno use samsung support
0,1,aggravated night guess ill work
1,0,checking upcoming nike line campaign pretty awesome fave kicks http
0,1,psn back go play ps3and wont turn power lights nothing think im done sony consoles
1,0,jetsuite saved day las vegas last evening
0,1,hell going without days next weekend
0,1,hate math homework gtlt
0,1,chris brown didnt follow fml thats joke im heart broken im bed depressed
0,1,standin line sneakers middle night lame could gucci prada maddens foams
0,1,losing interest us
0,1,arrrghhh im tired
0,1,wth nauseous urgh wish could take nap
0,1,professors lecturing nonexam material
1,0,dude love bing commercial chromeo
1,0,sleep smile face
0,1,santa caught humpn one raindeers oo damn lmao nasty horny asx
1,0,oh trust put
1,0,lts sydney store 255b crown st surry hills 2010 opening next week getting closer
0,1,nando ass aint gone shit leaving class
1,0,looks like night spidey awesome bass player gonna brainstorm ideas busted music video oh yeah
0,1,dont get butt hurt give attitude sheesh
0,1,omg im embarrassed
1,0,giving big thumbs movie steve wsandra bullock funny stuff great jabs news medialol
1,0,hot dog ball park better steak ritz humphrey bogart
1,0,pierreopperman neverever stop persuing goals dreams success materializes least expectedhave brilliant week
1,0,got adidas pantssss yeyeeee
1,0,baked chicken salad cups awesomeness yum http
0,1,earth make movie never watch legally blondes dumb
1,0,love back future nike shoe 2011 nike mag time http via
0,1,havent heard havent heard shit yall niggaz stick gucci waka boys
0,1,maybe torture fight kill dogs ill named athlete year get multimillion dollar nike contract
0,1,walkin 2mi nike boots lliufev
0,1,perez hilton disgusting hypocrite 15 minutes
1,0,thesis completetime celebrate like microsoft teaches us
0,1,carolyn fell bike even worse ripped jeggings
1,0,finished talking wifey going bed love krystal
1,0,im loving iphone even today apple wrong moment
0,1,wow samsung vibrant 4g fuck mobile samsung wonder removed ffc havent put froyo bastards
1,0,today eventful day first pizza hut starbucks http http
1,0,joey barton signed qprpeople love hate love hopefully get see games season
1,0,today proudly celebrate 10 yrs achievements 10th anniv marilyn hilton ms achievement center ucla
