class_0,class_1,text
1,0,rock destined 21st centurys new conan hes going make splash even greater arnold schwarzenegger jean claud van damme steven segal
1,0,gorgeously elaborate continuation lord rings trilogy huge column words cannot adequately describe co writerdirector peter jacksons expanded vision jrr tolkiens middle earth
0,1,effective tepid biopic
1,0,sometimes like go movies fun wasabi good place start
1,0,emerges something rare issue movie thats honest keenly observed doesnt feel like one
1,0,film provides great insight neurotic mindset comics even reached absolute top game
1,0,offers rare combination entertainment education
1,0,perhaps picture ever made literally showed road hell paved good intentions
1,0,steers turns snappy screenplay curls edges clever want hate somehow pulls
1,0,film well worth seeing talking singing heads
1,0,really surprises wisegirls low key quality genuine tenderness
1,0,wendigo go cinema fed eye heart mind
1,0,ultimately ponders reasons need stories much
1,0,utterly compelling wrote reputation famous author ever lived comes question
1,0,illuminating overly talky documentary
1,0,masterpiece four years making
1,0,offers breath fresh air true sophistication
1,0,thoughtful provocative insistently humanizing film
1,0,cast includes top actors working independent film lovely amp amazing involves us incisive bleakly amusing go lives
1,0,disturbing frighteningly evocative assembly imagery hypnotic music composed philip glass
1,0,everyone connect nice departure standard moviegoing fare
1,0,occasionally melodramatic also extremely effective
1,0,idealistic love story brings latent 15 year old romantic everyone
0,1,95 minutes treasure planet maintains brisk pace races familiar story however lacks grandeur epic quality often associated stevensons tale well earlier disney efforts
1,0,guaranteed move anyone ever shook rattled rolled
1,0,masterful film master filmmaker unique deceptive grimness compelling fatalist worldview
1,0,theres way effectively teach kids dangers drugs think projects like unfortunately rated paid
1,0,would easy give crush new title two weddings funeral far thoughtful film slice hugh grant whimsy
0,1,though everything might literate smart never took always seemed static
1,0,cantet perfectly captures hotel lobbies two lane highways roadside cafes permeate vincents days
1,0,though means best work laissez passer distinguished distinctive effort bona fide master fascinating film replete rewards willing make effort reap
0,1,like bond outings recent years stunts outlandish border cartoonlike heavy reliance cgi technology beginning creep series
1,0,newton draws attention like magnet acts circles around better known co star mark wahlberg
1,0,story loses bite last minute happy ending thats even less plausible rest picture much way though refreshingly novel ride
1,0,fuller would surely called gutsy times exhilarating movie great yarn
1,0,film makes strong case importance musicians creating motown sound
1,0,karmen moves like rhythm lips chanting beat long braided hair little wipe away jeweled beads sweat
1,0,gosling provides amazing performance dwarfs everything else film
1,0,real movie real people gives us rare glimpse culture us dont know
1,0,tender yet lacerating darkly funny fable
1,0,engaging overview johnsons eccentric career
1,0,ragged cheap unassuming way movie works
1,0,actors much charisma youd happy listen reading phone book hugh grant sandra bullock two likeable actors
1,0,behind snow games lovable siberian huskies plus one sheep dog picture hosts parka wrapped dose heart
1,0,everytime think undercover brother run steam finds new way surprise amuse
1,0,manages original even though rips many ideas
1,0,youd think america would enough plucky british eccentrics hearts gold yet act still charming
1,0,whether youre enlightened derridas lectures self derrida undeniably fascinating playful fellow
1,0,pleasant enough movie held together skilled ensemble actors
1,0,best american movie troubled teens since 1998s whatever
1,0,disney always hit miss bringing beloved kids books screentuck everlasting little
1,0,labour involved creating layered richness imagery chiaroscuro madness light astonishing
1,0,animated subplot keenly depicts inner struggles adolescent heroes insecure uncontrolled intense
1,0,invincible werner herzog alive well living la
0,1,morton great actress portraying complex character morvern callar grows less compelling farther meanders shocking start
1,0,part charm satin rouge avoids obvious humour lightness
