class_0,class_1,text
0,1,watching drinking waiting start cringing mccains blunders
0,1,preparing heart attack
0,1,debate moderators 50 sorry
0,1,staring black screen
0,1,introducing mccain obama waitmccain showed wowguess crisis washington
0,1,nice obama held mccains hand used free hand wave audience keeping mccain
0,1,obama occupation war
0,1,golden parachutes padding ceos obama
0,1,obama avg american know golden parachute
0,1,mccain gave cheap plug ed kennedy
0,1,current channel reception continually sucking gotta love comcast
0,1,mccain starts awkwardly
0,1,mccain stalling faux sympathy
0,1,get ota hd eyetv 500
0,1,mccain talking bipartisan negotiation uhno pt
0,1,mccain looks tired wayyyy past bedtime
0,1,beginning end beginning end sheesh
0,1,mccain totally muddled answer republicans
0,1,mccain end beginning huh
0,1,mccain gving credit house republicans
0,1,mccain place answer
0,1,nice mclame uniquely came fix um ok
0,1,ur oldest candidate history start im feeling great makes thing youre looking great either
0,1,obama answering different question
0,1,mccain bringing kennedy emotional effect
0,1,greed got situation first place
0,1,mccain failing meaningfully answer question economy
0,1,obama understanding economic regulation america
0,1,mccain saw problems coming thought economy fundamentally sound
0,1,annoying animations tv reverting old fashion msnbc
0,1,say hope asked question voting something know yer view
0,1,mccain wearing tie makes eyes sore
0,1,mccain total nonanswer
0,1,mccain contrary statements regarding state economy
0,1,funny looked think talking points would disappear might even constructive
0,1,really tired hearing word mainstreet debate
0,1,fundamentally mccain fundamentally uses fundamental one time im gonna go nuts
0,1,mccain importexport claim
0,1,mccain wrong germany biggest exporter get facts together
0,1,questions going answered instead campaigning talk
0,1,mccain answering question saying wall street eyeblinking hesitation looks weird
0,1,mccain answering questions
0,1,mccain likes bears montana joke much
0,1,mccain love bears montana
0,1,mccain answer question
0,1,mccain flag waving pandering american workers
0,1,mccain stringing many colloquialisms together postreaganomics sensationalism
0,1,question mccain learn good friend charles keating sl bailout
0,1,mccain personal attack
0,1,mccain bringing stupid bear study
0,1,generic debate far wont even look
0,1,far debate reminds school yard scolding
0,1,computer kid maybe parents dont one
0,1,earmark spending tripled last years hasnt republican administration last
0,1,like see obama trying remember talking points get slogans
0,1,mccain dont mean go back forth thought debate
0,1,mccain didnt win miss congeniality vp
0,1,mccain personal attack evidence accusations obama
0,1,facebook blunt jackson mccain ongoing personal attacks irrelevant
0,1,obama defensive
0,1,stop interrupting obama mccain say friends
0,1,mccain sherrif uh
0,1,jim lehrer trouble getting actually debating fire guys
0,1,mccain failing address keystone tax cut issue
0,1,mccains laugh sounds like bushs scaryy
0,1,wont even make eye contact one responding directly
0,1,mccain seems start every sentence point
0,1,rt calling palin bible spice lol
0,1,weird mcpain brings repub bilksters jail wants separate doesnt seem like good strategy
0,1,mccain cant even look himhe must gas
0,1,hilarious line would better palin didnt
0,1,really would like see obama mccain actually engage otherrather talking camera
0,1,obama answering earmark claim mccain
0,1,mcpain exporting jobs cause hi biz taxes cheap labor oh geez
0,1,mccain really believes earmarks got us mess tax cuts get us
0,1,looks like mccain cant make eye contact obama respond directly dang goes friends
0,1,give tax breaks expect economy go futher hole
0,1,mccain wants us read lips
0,1,mccain avoiding question wait waht question exactly
0,1,mccain failing heed moderators instructions
0,1,dont hdtv mccains moireeffect tie giving skullcrushing headache
0,1,mccain looking grinning
0,1,mccain floating idea 5k tax cuts
0,1,mccain untasty comment obama knowing household income wealth
0,1,mccain breaking debate rules
0,1,mccain personal attack dont like quote walk walktalk talk stuff nope doesnt work
0,1,mccain play one tune
0,1,mccain taling circles dont understand saying
0,1,long mccain notes amount times obama voted present rather yea nay
0,1,obama breaking debate rules walking moderator
0,1,mccain hogging mic
0,1,obama right focus issues deregulation mccain ignoring issues
0,1,mccain weird
0,1,obama stuttering much sounds like porky big
0,1,financial rescue like financial bailout
0,1,remembered foreign policy debate
0,1,obama many disclaimers potential economic recovery plan
0,1,healthcare financial killer capitalist society oh irony
0,1,yes lost miss alaska
0,1,obama leaving conservation list things free us foreign oil
0,1,obama talking electricity
0,1,ok obama people glazing
0,1,obama giving terms spending exactly
0,1,mccain another personal attack
0,1,oppose drinking game bottoms
0,1,mccain personal attack hard reach across aisle one far left
0,1,mccain redundancy
0,1,day age deny help anyone wants produce alternative fuel mccain
0,1,many people know costplus contracts wouldnt know hadnt worked clients
0,1,mccain false claims obamas voting record
0,1,unfortunately obama didnt answer question would cutdebate08
0,1,pts simply mccain said hes ethanol subsidies bootweetdebate
0,1,moderator looked scary
0,1,obama crazy stuttering slow think speak
0,1,mccain false statement obama liberal record
0,1,mccain bringing federal prison every question thinking hes lucky think keating
0,1,mccain naval program
0,1,hahahahwildly liberal opposing bushs wrongheaded policies
0,1,google government huh
0,1,obama answering question specific cuts
0,1,obama wheres teleprompter cue cards
0,1,dang tweeting pausing tivo right thing
0,1,wheres foreign policy part debate
0,1,using hatchet need scalpel
0,1,obama soundbite problem spending freeze youre using hatchet need scalpel
0,1,mccain spending freeze unclear
0,1,damn mccain play terrorist card
0,1,nukes answer
0,1,mccains topic counterpoint spending cuts
0,1,mccain really shouldnt think cuff hell paint corner quickly
0,1,bill pissed hes like step
0,1,mccain stunt spending freeze classical bs
0,1,mccain promoting nukes talking storage spent fuel
0,1,mccain nuclear power limited dude 2050 uranium power plant done 2030
0,1,roosevelt shit needs throw
0,1,lehrer constantly rephrasing questions mccain rambles much cover talking points mccain
0,1,pt jim leher asking stupid question economic failure change way rule president uhyeah
0,1,google governmentuh anyone vote voice votes slam dunk legislation isnt record accomplishment
0,1,spending freeze really mccain
0,1,agree obama mccain hatchett job ive step need scalpel granularity growth argument
0,1,oh boy good point doubt would vote milf gmilf etc self anyway
0,1,mccain total nonsense
0,1,obama spending healthcarehe couldnt admit spending must stop
0,1,mccain clue many people cant afford doctor
0,1,mccain evading question cut
0,1,saying thing know people wont get otherwise people
0,1,people without healthcare dont decisions make mccain
0,1,mccain promoting nukes talking storage spent fuel
0,1,cut spending cut spending cut spending cut spending cut spending
0,1,mccain broken record cut spending big duh
0,1,mccain cool beverage plastic tumbler prune juice unpleasant cramp inducing
0,1,handle banks federal government healthcare
0,1,spending got control republican presidency
0,1,mccain calls energy alternatives including nuclear mccain also says climate change boo
0,1,think obama miscalculated supporting safe nuclear power program
0,1,mccain another complete reality debt china utterly irrelevant
0,1,fear climate descended bush got west wing keys
0,1,orgy spendingand voted budgets
0,1,pissing spending
0,1,sen voted bush budgets stand say hasnt happened last hears hard swallow
0,1,cmon mccain grow pair
0,1,voted miss bitch
0,1,mccain rehearsed soundbite voted ms congeniality
0,1,overused phrase night miss congeniality wonder plays overseas
0,1,soooo tired hearing electd miss congeniality
0,1,45 nuclear plants omg wtf
0,1,mccain saying miss congeniality twice far
0,1,mccain answering question
0,1,mccain leep talking miss congeniality thats title sarah palin
0,1,obama hammering afgan point hard get
0,1,10 billionmo iraq mccain wants talk earmarks
0,1,hate obama tries hawky
0,1,sen al quaeda stronger since 01 lesson use military wisely didnt iraq
0,1,macain stands 700b bailout didnt tell us
0,1,either epic battle terrorists hey look broken yall
0,1,mccain personal attack without evidence huh hearing
0,1,wow whoever created mccains talking points really reaching
0,1,surgetired term still still losing people maybe due surge
0,1,obama gives strong kudos biden mccain going applaud selection palin creature
0,1,obama trying ignore fact fact mccain lone voice calling change iraq strategy
0,1,mccain looking obama obama looking
0,1,reminds teenagers totally fucked parents house dont want admit
0,1,mccain false statement obama commitee
0,1,mccain pompous ass
0,1,oooh im afraid obama doesnt understand difference tactic strategy mccain
0,1,wrong wrong wrong wrong
0,1,fact soldiers reenlisting buddy voting
0,1,mccain triggering patriotism time
0,1,mccain selecting palin win election tactic dying making president strategy current
0,1,yes lets cut spending everything except defensive contracts fucking kidding
0,1,oh came osama card would perfect time mccain accidentally mess name
0,1,facebook blunt jackson mccain total falsehoods personal attacks
0,1,mcpain still quibbling definition strategy tactic
0,1,mccain wtf talking afghanistan ramble old man
0,1,im afraid senator mccain doesnt know difference succeed exceeed
0,1,obama interrupt mccain mccain lies oh never mind would interruptions current
0,1,obama calls mccain john time mccain never refers obama first name
0,1,wow cant anyone stop mcs bald lies
0,1,obama said change yet return tequila bottle
0,1,keeps smiling really passive pedophile way
0,1,agreed iran shouldve focus
0,1,sen brings subject pakistan mcpain wont repeat mistake regret hands region ussr
0,1,mccain soundbite dont say loud
0,1,economy stupid
0,1,mccain freedom fighters alquaeda
0,1,maybe mccain let paliin handle pakistan met world leaders day shes ready
0,1,care pakistan nuclear weapons stability
0,1,dont say things loud core problem republicans
0,1,yep agree think mccain twisting facts making lies shit
0,1,mccain man crush general patraeus
0,1,mccain treating like manchild obama needs stop congenial wants win
0,1,obama finally called john tom jim
0,1,obama repeating pakistan threads
0,1,mccain smug smiles
0,1,mccain saying obama wanted attack pakistan
0,1,mccain smug smiles
0,1,obama ok got leader nkoreas name wrong pronunciation need practice
0,1,hating audience reaction graph bottom cnn
0,1,obama saying mccain right much
0,1,ooh bomb iran remark hurt current
0,1,kidding obama pronounces pakistan afghanistan like education tendancies
0,1,obama pakistan threat
0,1,retweet obama coming sings songs bombing iran dnot think thats credible
0,1,retweet petreaus mccains drinking word id floor point
0,1,oh go record
0,1,wonder pakistanis feel called failed state mccain
0,1,mccain saying obama doesnt understand condescending
0,1,sudden dont care mccains record
0,1,obama pakistan comments mccain smugness downtalking obama happened respectfully disagree
0,1,reagan country debt first place
0,1,mccain naming dead soldier cheap shot
0,1,mccai telling shitty bracelet story dont waste time john
0,1,obama needs explain antidemocratic comment ie letting musharraf take coup average american understand
0,1,ok mccain makes point something backs war story
0,1,mccain pulling stops war vets know supported cutting vet benefits
0,1,oh mccain tries look human bringing human interest debate looks trite cliche
0,1,mccain stopped debating resumed campaigning
0,1,snore
0,1,yeah 86 year old mother upset doesnt really keep things much
0,1,mccain pissing iraq war bracelet wear uncles vietnam hes last known alive list
0,1,dont send iron man afghanistan
0,1,obama copying cheap shot
0,1,uhh dishonor klingon
0,1,mccain talks like grandpa telling stories
0,1,ive got bracelet ughhh actually wearing
0,1,obama bracelet shit
0,1,bracelet war
0,1,define defeat oh mean like economy collapsing within likebecause terrorist organization
0,1,us soldier ever dies vain huh
0,1,obama needs stop stuttering
0,1,dont say loud
0,1,debate story time
0,1,yeah well necklace anklets
0,1,sounding like every candidate weve ever elected
0,1,obama twice comment bracelet saying mccain right instead agree
0,1,obama ouch bracelet remark
0,1,daresay current person highest elected office would least look doesnt much really
0,1,believe talking bracelets
0,1,christ could vote im sure would want vote either based
0,1,persuaded idea relocating war
0,1,must really weird debating someone look look john
0,1,mccain look obama answer one
0,1,cant stand people debate military strategy bringing personal soldier stories like mccains
0,1,long delay
0,1,mccain obama mccain said muddle thru afganistan mccain sounds condescending petulant
0,1,al queda take economy well coincidence pissing away money indirectly result
0,1,drink everytime say iraq bailout bush iran israel allies global warming toxic obama mccain friends
