class_0,class_1,text
1,0,kindle2 dx cool fantastic right
1,0,reading kindle2 love lee childs good read
1,0,ok first assesment fucking rocks
1,0,youll love kindle2 ive mine months never looked back new big one huge need remorse
1,0,fair enough kindle2 think perfect
1,0,big im quite happy kindle2
0,1,fuck economy hate aig non loan given asses
1,0,jquery new best friend
1,0,loves twitter
1,0,love obama makes jokes
0,1,firmly believe obamapelosi zero desire civil charade slogan want destroy conservatism
1,0,watchin espnjus seen new nike commerical puppet lebronsht hilariouslmao
0,1,dear nike stop flywire shit waste science ugly love
1,0,best athlete generation time basketball related dont want get intersport debates
0,1,talking guy last night telling die hard spurs fan also told hates lebron james
1,0,love lebron httpbitlypdhur
0,1,lebron beast im still cheering atil end
1,0,lebron boss
1,0,lebron hometown hero lol love lakers lets go cavs lol
1,0,downloading apps iphone much fun literally app anything
1,0,montreal long weekend rampr much needed
1,0,booz allen hamilton bad ass homegrown social collaboration platform way cool
1,0,mluc09 customer innovation award winner booz allen hamilton httppingfmc2hpp
1,0,current use nikon d90 love much canon 40d50d chose d90 video feature mistake
0,1,played android google phone slide screen scares would break fucker fast still prefer iphone
0,1,us planning resume military tribunals guantanamo bay time trial aig execs chrysler debt holders
0,1,omg bored amp tattoooos itchy help aha
0,1,im itchy miserable
1,0,rt love nerdy stanford human biology videos makes miss school httpbitly13t7nr
1,0,bit crazy steep learning curve lyx really good long docs anything shorter would insane
1,0,im listening pyt danny gokey lt3 lt3 lt3 aww hes amazing lt3 much
1,0,going sleep bike ride
0,1,cant sleep tooth aching
0,1,blah blah blah old old plans today going back sleep guess
0,1,obama administration must stop bonuses aig ponzi schemers httpbitly2cuig
0,1,started think citi really deep sampt gonna survive turmoil gonna next aig
1,0,blink malcolm gladwell amazing book tipping point
1,0,malcolm gladwell might new man crush
0,1,omg commercials alone espn going drive nuts
1,0,playing twitter api sounds fun may need take class find new friend like generate results api code
1,0,hello twitter api
1,0,scrapbooking nic
1,0,rt five things wolfram alpha better vastly different google httpbitly6nsnr
